mean sa-memory-avg-sustainability;0,365430019;;;mean sa-memory-bought-products;19,15686275
mean sa-memory-avg-sustainability;0,397669592;;;mean sa-memory-bought-products;15,70588235
mean sa-memory-avg-sustainability;0,426137143;;;mean sa-memory-bought-products;15,56862745
mean sa-memory-avg-sustainability;0,43382221;;;mean sa-memory-bought-products;19,94117647
mean sa-memory-avg-sustainability;0,430965545;;;mean sa-memory-bought-products;15,74509804
mean sa-memory-avg-sustainability;0,401986209;;;mean sa-memory-bought-products;16,41176471
mean sa-memory-avg-sustainability;0,401385066;;;mean sa-memory-bought-products;21,25490196
mean sa-memory-avg-sustainability;0,454721293;;;mean sa-memory-bought-products;16,98039216
mean sa-memory-avg-sustainability;0,420717522;;;mean sa-memory-bought-products;19,37254902
mean sa-memory-avg-sustainability;0,408490635;;;mean sa-memory-bought-products;17,68627451
;0,414132523;;;;17,78235294
